text,sentiment,Label
 nooo it was a real mushroom! but our neighbor uprooted it,negative,1
 I hope the young`ins enjoyed your wisdom!,positive,0
" Aha both same length, touche",positive,0
**** IT!! _____________,negative,1
 Dang me too! It`s only a 4 hour drive! Too bad it`s my daughters 1st bday party  it`s hosted by Donnie,negative,1
Yum! Whole box of cookies for me,positive,0
Sending love & respect to all the mommies out in the twitterverse! You all inspire me!!,positive,0
AHHHH my keyboards getting worse :/ my BDAY`s in 1 more day,negative,1
@__Jasper_Hale__ *Laughs* that`s because I like winning,positive,0
is feeling rather lonely and broke...oh wait...I am lonely and broke.,negative,1
"Tomorrow`s mother`s day. I need to get all my **** together soon.. Noor left, It was fun  it`s been NINE months!",positive,0
 sounds like a plan.....yea excited now,positive,0
 !!!!  glad you`re alright!,positive,0
" good luck chan! gue kmrn bawa backpack kosong, quite helping",positive,0
don`t want to go!!!,negative,1
i was kinda hoping this time it was going to be differnt... its not it just sucks !!!!!!!!!,negative,1
 hey Bow when yu comin baxx 2 thaa 614 we miss yu hun  ...614 all day!!,negative,1
i pulled a muscle in my neck this morning just feels like its getting more sore,negative,1
" Yeah, I remember.  *hugs*",positive,0
" sadly, I don`t   hehe",negative,1
 I loved it! You guys are amazing!,positive,0
 baaha  & healthy choice my friend! (:,positive,0
don`t ya just love a free night to catch up on your DVR shows? ANTM here I come...ha ha!,positive,0
 that video was funny  i`m just signing up now and i`ll vote for you!!  x,positive,0
" nice song, where did it come from ?",positive,0
O`Charleys? Pretty good. Especially when its free. Hot waitress? I think so. Back to work? Unfortunately.,positive,0
I know I shouldn`t be saying this but **** it..I`m **** as hell  http://twurl.nl/8q6cjc,negative,1
on youtube watching taylor on the today show wish i was there !,positive,0
i cant spell,negative,1
Finally able to get Flight Control for my Ipod. Best game app! 123  **** choppers lol,positive,0
http://twitpic.com/4wua7 - I can`t wait to see them!,positive,0
" she can rock a guy`s world at night, then make him pancakes the next morning!",positive,0
I love my memories. It`s almost like re-reading my favourite book all over again,positive,0
" Peace Bro, thanks for not just the music, but proudly representing as a father all over - Happy Mother`s Day",positive,0
 Hee. I love them all.,positive,0
"I don`t want to lose my wisdom teeth, they make me wise. I will soon be without a trace of wisdom",negative,1
Studying like crazy in hopes of acing all of my exams!!!!!,positive,0
so happy its friday...not so happy about this rain,positive,0
_sydney is he on twitter?  I know  he is into photography. Runs also popular photography blog too.,positive,0
 My computer got screwed to hell by viruses. I just finished wiping the drive and reinstalling Windows XP  I want a Mac...,negative,1
lif`s unfair....luk wat it did to ma frend...i m so hating it,negative,1
i hate songs and surveys  they always seem to make me cry.,negative,1
Morning all! Something for the weekend and leftover dominos. Noiiiiice,positive,0
 Scary!,negative,1
Food @ Cheesecake Factory w/ Travis. He lost his passport btwn SD and LV.,negative,1
"Full, thanks for the food Jean  I should have brought that half of the watermelon with me and eat it on the freeway and crash and die.",positive,0
" Awww man that does suck big time  But look at it this way, it gives you something to look forward too, a nice long ride",positive,0
Sometimes knowledge is not a good thing.    http://digg.com/d1sPp7,negative,1
 Kat Stewart did a great job with a great character not that I watched #underbelly in Victoria,positive,0
" it really made my night. infact, it made my weekend! well done.",positive,0
 awww i`m sorry  what kind of fish did you have?,negative,1
I have a sore tummy,negative,1
Tired and gunna go to bed soon!!! First time I`ve been online today!!  All ready for mother`s day tomorow,negative,1
 who cares its hockey,negative,1
() My chick wont shut up  Will only stop chirping if i sit with the bloody thing.,negative,1
I Luv Da movie Say Anything...  ? http://blip.fm/~5yroy,positive,0
went to see the dentist. can`t eat and im starving. really sucks.  and ist`s painful.,negative,1
Thinks twitter doesn`t like me,negative,1
"Ahh, sunshine.  Just deleted 404 spam emails from 2 days - now off to BBQ in sun  wonderful...",positive,0
 I love you Thomas.I will always respect and support your decision.and I`ll miss you  but you`re gonna do amazing things <3 you,positive,0
wow we r watching the outsiders  smelly english.,negative,1
Everyone is so sad about the no touching rule.  You still get to see them! More than most of us get!,negative,1
I haven`t seen Muffin in two whole days!,negative,1
" So I guess if the couple sees its ceremony as valid, it is valid, the community be damned  .",negative,1
I have the immense pleasure of being entertained by Pride & Prejudice for the 3rd time and I must say that I find it very much agreeable,positive,0
 You must like my song.,positive,0
Eating a dillybar from DQ! Yuuum,positive,0
New picture  bored.,negative,1
 awwww this made me realize I have to take down my bulletin board too!  There`s so many memories up there.,positive,0
 Good luck 2 u and the babies,positive,0
"I cant sleep, but im too sore to move",negative,1
 ~ Sorry the response to my assistant job has already been filled. Please check back soon.  I`m sure she will not last long.,negative,1
 Nice musli bars!,positive,0
i think they are working why eyes are drooping  its so weird being under drugs i dont like it ... cant wait for tomorrow though,negative,1
"Just woke up. I dreamed I had 9 new emails! Sadly, it was just a dream",negative,1
Going to shawnee........I hate the long drive there...i just want to get all this paper work over with,negative,1
"Watching 1971 edition if Old Grey Whistle Test. Fanny, Mamas and the Papas & Isaac Hayes. Don`t make shows like this anymore",negative,1
is MySpace mobile free? or do u have 2 have credit... cause they are liers,negative,1
" Other than that, you are totally bereft of faults in every way",negative,1
cheeks bakery just closed  crazy how williamsburg can support an infinite # of boutiques w/bad clothes and not one decent place 4 a scone,negative,1
The beer buzz is almost gone.. The world has become complicated again,negative,1
_Gates am also gutted...the end is nigh  x,negative,1
 http://twitpic.com/4w9w6 - lol you sure love that sushi. you`ve tweeted many pictures of it.,positive,0
" Hello!! sounds very good, you can count on me, I follow you!!!",positive,0
seeing the gf 5 days in a row for a few hours each day is amazing-just wish the location wasn`t a hospital,positive,0
mom just woke me u[p and i am so mad i was dreaming about  shoes  she whants me to go to the river it is so stupid,negative,1
 She could spend the rest of the night in her room.  At least ONE of you could be happy with a glass of wine.    #surlytween,positive,0
Moving today!!  I`m so excited!,positive,0
"epic writing fail, ew. going to try and sleep",negative,1
 I was wondering....   Have a GREAT weekend!,positive,0
what a bad day 1 of my close relative has died so i wont be going to florida,negative,1
I hate being yelled and sworn at,negative,1
" ohh, ouch",negative,1
5 and a half more hours of work  I wish I had something to do..,negative,1
Delayed flight  San Diego to Las Vegas. Why do delayed flights feel sooooo **** depressing!,negative,1
My record player has decided to die. Why on Friday night? Sad E  http://twitpic.com/667a4,negative,1
 can we please?,positive,0
"Well,  I discovered I can`t swim.  I`m out.  Sorry",negative,1
" i want to but i can`t call you cause i live in argentina  I really really love you mitchel! You`re AWESOME, you Rock!?",positive,0
" I`m still at Disney (just trained at Soarin), Rose is the same, we applied for an apartment last night, and Eric lost his job",negative,1
 useless tweet! LOL jk yay!!! You`re coming tmr! How long u gnna be in phils for  ?,negative,1
 ahhh yay! I`m getting into it. Knockin` a lot out.,positive,0
" Just bad day. T_____T Gyah. No car, baby-client is teething and miserable, I forgot to pack a lunch, and I has to get a new car.",negative,1
" if you like those cookies, you are going to LOVE my cookies   Lars Tetens cookies that is. You coming to see us on 5/16?",positive,0
" nice on the jet ski testing! Hope the book is going well. Cheers for adding me, got twitter after watching the gadget show",positive,0
" he so is! <3 hence, my new forum signature!",positive,0
I haven`t slept this good in such a long time... I feel great.,positive,0
" Anytime! I`m off ~ I can`t match your stamina... my nice, warm, comfy bed is calling (screaming) my name...lol Night Ninja!",positive,0
 Wish I could be there too!  Enjoy your weekend! ****,positive,0
" Thanks hon, doing great and yourself? Happy Mothers Day",positive,0
  i get migranes.. so .. that leaves you to either arthritis and/or gout!,negative,1
 I`m more upset about the fact that 2010 is the last year,negative,1
" Many thanks, mate",positive,0
oasis or ribena? toughest decision everrr,negative,1
 So sorry  Definitely getting it out this weekend.,negative,1
ugh back in reno,negative,1
" I hope you had fun in Canada  don`t worry you`ll see then again this summer,",positive,0
Ahh im in love.  hes theeee best.,positive,0
 You gave me the inspiration for my last update.,positive,0
"..Get Over On His Mom & Now I Feel Horrible, He Must Think I am.  That`s Not What I Meant. Just Thought It`d Be Better Than The Brunt.",negative,1
 That gave me a great smile. Nice way to end the day. You are so right,positive,0
had plans with people but they cancelled...now what to do?,negative,1
 OMG that`s really good i want to see the photos! have a nice day,positive,0
The wedding couldn`t have been more perfect,positive,0
 Pretty sure you are hero status... You rock my socks Ms McCain.,positive,0
 Hey! It`s so funny - I stopped to get a coffee on the way in and spilt half of it in the car!,positive,0
It`s teddy chucking time,negative,1
TIRED! goodnight twitter  its mother`s day  happy mother`s day  lov my moomy <3 yayy! God Bless.,negative,1
 If only you`d come the sick one...with inflamed vocal cords,negative,1
tripping through tiredness is nottt nice,negative,1
sitting in school  sucks to be me!,negative,1
Oh great Tampa people - anybody in the area know someone who works for the Jain Society of Tampa Bay? None of their phone #`s work.,negative,1
 thanks shir  I got caught with the commission once but now I get amazon.com gift certificates and they don`t take one if I do,positive,0
" we`ll be back sunday to play @ the horse, I was out last night at mex you were not  miss you",negative,1
"Typical overcast bank holiday Monday, glad we went to the beach on Saturday",positive,0
oooh harlow is so sweet,positive,0
"ONE MO TIME BECUZ  HASNT SEEN IT YET!!! AND SHES SOO **** COOL, ILL POST IT JUST 4 HER  http://bbltwt.com/0mqko",positive,0
i just found a crack in my baking bowl...milk spilled everywhere,negative,1
Even ARNOLD couldn`t save the parks  http://bit.ly/WSM5J  - How is this providing jobs?,negative,1
i cut my hand open!!!,negative,1
"_carter It says 'This video is private.', WTF????",negative,1
_Smith glad the zoo was fun and you had a great mothers day hun,positive,0
Home w/bae & Myka.. He`s so meann,negative,1
 I still have a lot of time on my stupid contract...  18 months before I can change providers,negative,1
_life  Hey i like love iCarly it rocks.   my youtube account--> http://tinyurl.com/cf63ud,positive,0
"listening to dave barnes, getting really excited for junior senior",positive,0
"_N_Wilson C`mon, I like the superpower explanation better! LOL",positive,0
Waiting for my momma so i can go to Chase and see what the hell they doin with my money. i miss WAMU,negative,1
 rocks my world!!!! soooo funny!!!!  <3,positive,0
" totally forgot about the dgree show et al. Now ensconced in home, wine and ready for bed",negative,1
 i quite like God Save Our King too,positive,0
" possibly! NyQuil will get me through tonight though  Doctors Monday! (I hope for the swine, just so I can be on google maps)..jk",positive,0
 i kno i doooo!!!!!!!!!! yall partyin with out me,negative,1
" woot, woot! super cool",positive,0
"Watching videos on Facebook makes me feel like the biggest creep. Which I guess I am. Also, tweet #200! Woohoo!",negative,1
 OH FACK U GAVE ME POLICE THATS SOME SERIOUSE ****,negative,1
 That would be SOOOOOO much and Geeky to the ultimate LEVEL! But I work 9 to 530am,positive,0
had the BEST Italian meal EVER last night! twas godly! i thinks we may get our kitty cat today,positive,0
Good morning Twitter!,positive,0
"just got out of prom, it was fun  off too after prom text me",positive,0
Working on your birthday isn`t so bad when you get to work with Ruby on Rails,positive,0
Subhana Allah... I got scare told you i started having anxiety,negative,1
"We did it last year right around the time The Black Parade is Dead! came out. Awesome times, man.",positive,0
Im only failing 1 class.... Algebra 2 **** it that **** is hard!,negative,1
 there`s nothing wrong with having a quiet day... it gives you more time to listen,positive,0
: We can`t wait to see you!   This week can not go fast enough!,positive,0
 So stinkin` adorable!  I want to come check out the studio,positive,0
I have the weirdest hives all over my legs and arms. What the heck am I allergic to? It itches SO bad! Dang it!,negative,1
i need a jb but i dread the fact that it will have to be retail this summer,negative,1
"I miss Bri. COME BACK FROM QUEENSLAND, ****! I have no one to sit next to in class.  and drama is no fun without you. COME BACK, ****!",negative,1
thanks everyone for praying for President Aquino.  http://plurk.com/p/rreml,positive,0
 i been saying that the past 2 weeks that i miss playing spades and drinkin chillin.. the good old days.. let me know baby,negative,1
Just rang the irish one. Drunk. Must confiscate phone.  hate him lots.,negative,1
" wow, atleast u only have three weeks...I have two months to go    Are u going away?",positive,0
Bye bye edinburgh  i don`t want to leave,negative,1
Peace! Good morning,positive,0
Happy Mother`s day to MOMMY,positive,0
 enjoy!!!  have a good day. don`t forget to twitpic ****,positive,0
Home at last HAPPY MOTHERS TO ALL THE MOTHERS Special thanks to my father he bought me tulips so did my princess  adult swim time (anime),positive,0
"Okay I`m about to 'crawl' into bed and ummm ummm. We are about to talk. We need to talk about somethings, Good Night Tweeters.",positive,0
 I can`t wait to see yall Friday !!!! I hope I meet u guys!! That would make the night even better,positive,0
 Hey Tom. Have your plans to make an concert in Denmark this year?  please reply ****,positive,0
I hate being sick.  Make me soup?,negative,1
 I fee your pain its lady Ga Ga and It will drive you insane oh dear God her songs are in my head,negative,1
What a nice young guy at dunkin donuts let me go first,positive,0
 i wish i was there too,positive,0
Sad because i cant go over my friends house,negative,1
It does! Lol but i have none,positive,0
 Thanks for making me laugh,positive,0
" Ha... Totally go for it. You`re a journalism major, so it`s a perfect fit.",positive,0
 hahaha probably not  sorry. We`ve got some things to do around the house...and then we have to go to Jared`s parents house,positive,0
7.53.  7 minutes till 8. This is not my best day.  I`m late for class again.,negative,1
 **** that is awful... could not believe it at first... so sad,negative,1
  I`m sorry. This is all so sad.,negative,1
Located & ordered a new cooker today. Feel I`ve got a real bargain from http://www.laskys.com  ï¿½80 cheaper than the place I almost used.,positive,0
 I miss you too.  We`ll have to get together once everything settles down in a few weeks.  Congrats on the house!,positive,0
 http://twitpic.com/4w8ja - **** Felicia is freakin cute,positive,0
awww the wee gril in britains got talent,positive,0
I wish the sun would shine. but it won`t,negative,1
"Come on all you lovely fans Number 14 in the Local pop Charts  Let launch an assault on the number 1 slot!!! www,reverbnation.com/suki ...",positive,0
  true. i think its important 2 be sensitive 2 it when we relate 2 others. empathy. a reminder we cant judge a book by a cover,positive,0
 You`re in Miami right? I don`t see a hand delivery in your near future unfortunately,negative,1
need a camera blower.. my camera censor is dirteeh..,negative,1
 excellent good to see,positive,0
" I don`t think any of what i just said it true, i just had a rant about mcfly, i cant belive i did that  i feel ashamed",negative,1
today was the BEST <3 eff yeah i <3 ,positive,0
 nice luke quote  goodluck on the test u have been dreading.,positive,0
"  I always thought scuba diving would give me a entirely new perspective of the world, but too chicken to do it. can u help?",positive,0
"@_Janet_ ouch, I hate it when favourite items of clothing get ruined.",negative,1
 I have a FACEBOOK but I use MYSPACE and TWITTER the most. I hardly check my Facebook..,negative,1
" Interesting... I never get to Etown, however.",positive,0
hollie steel  bless her. but go dreambears <33333 hahahahaha,positive,0
"Steve makes fruit smoothies for me each day & they are berry delicious, I made mine today & it was berry, berry bad",negative,1
Wishing everyone a Happy Mother`s Day.  xoxo,positive,0
Finally got my money. Too bad it goes to bills,negative,1
my feet are cold.....i hate when my feet get cold,negative,1
i`m sickk  ... tomorrow will be a disaster if i don`t get better.,negative,1
"srsly, nobody evr reply`s 2 me.",negative,1
 Ahaha!! I have all of your albums.  Each stuff of your music is so beautiful! That`s why I am so in love with them.,positive,0
Having trouble syncing my iphone to my work exchange email  help!!!!,negative,1
How I Met Your Mother? Best show ever,positive,0
 drag me to hell looks so freakin scary  watch terminator! it was really good.,positive,0
 SEND ME THAT PHOTO MAN  ily favourite,positive,0
 bye selena!!! too bad i didnt get to talk to u while u were here,negative,1
 oooh that`s clever. I bow to your economic wisdom sensei,positive,0
New Comment On Jowki:  I wish I had the time to blog more often  http://cli.gs/ZzRe1P,positive,0
Going to the doctors now. Scared as ****.,negative,1
_Forward Poor dead Josh.  http://bit.ly/JKpHn Please leave your messages of condolences there. #boy #rip ||| That`s sad.,negative,1
I am sad that my kids were ungrateful today,negative,1
"I started X-Slimmer at eight this morning, it`s still going  I hate that it always want`s my friggin password.",negative,1
Just went a bought the bigest redbull i could find. its going to be a long day at the office,negative,1
" Hahahaha! It`s not horrible, if others were singing with I`m sure it could work. I wish I could afford my own drum set",positive,0
 Hi  Yes wasn`t she absolutely terrible! How on earth does she hear a good tune from her ears? Lol,negative,1
 Happy mom`s day to you too,positive,0
 Gross! haha it was like the tiniest piece ever but i can taste it like i ate the whole onion eww,negative,1
 My Mom is a nurse practitioner&spent entire life devoted to the field.  The good ones deserve to be recognized! I`ll follow her,positive,0
" Dude, I hear ya. I`ll be 26 two weeks from tomorrow. I feel old.",negative,1
Holidays are now over - not fair!!,negative,1
http://twitpic.com/4wbn6 - my hubby and his adoarble baby brother,positive,0
 Who doesn`t know who The Supervillians are Fails. I saw you both in January at The Warfield in SF.  LEGIT SHOW FOR SURE.,negative,1
working!   I am so ready to go.,positive,0
  I know it`s sad. But back in 05 the auto industry didn`t understand that iPhones would change our lives,negative,1
Just chillin at home,positive,0
went to bed last night with the feeling of a migraine coming and woke up feeling worse.,negative,1
Why is  scared or  lmao.. Someone pls tell me!!,negative,1
 Is there going to Sausage on it  yum yum,positive,0
I  do not want to work tomorrow!,negative,1
 LMAO!!! Man I was so bummed when she stopped braiding,negative,1
Picked up Luna from the vet. She looks like she`s been crying  I`m not kidding. Her lashes are wet and she has tear trails. My poor bebe!,negative,1
"Its raining cats and dogs here, in Mysore! Thankfully, no pigs/swines!",positive,0
" sounds good.  and yeah, I turn 21 tomorrow so I`ll definitely be partying.",positive,0
Why can`t I buy the Nokia N97?!? Amazon says 'cannot ship to this address.',negative,1
Checking out Ciege Cagalawan`s S/S Collection and I am regretting that I did not see his collection tonight  I got invites!,negative,1
Just got up thinkin about how weird it is w/out our dog,negative,1
" : Hi, i think u should try Ph? in Vietnam, it`s really quite delicious",positive,0
 They have a list of 50 state parks here in PA that are under consideration for closing. Nice ones too.,negative,1
 Oh so nooooowwww youre too busy for me...dam I see how it is! How long we known each other?!?!?,negative,1
 oh the noon? I don`t know if I can make that one...I only get 30 min for lunch,negative,1
bed bed bed  do you never answer texts anymore?  I thought of you the other day and sent one but never heard back. Sad day,negative,1
  Thanks for Following,positive,0
" Sorry to hear that.  If I didn`t already so much planned this weekend, I`d have considered going too.",negative,1
Good Morning and Happy Mothers Day everyone,positive,0
"Time to get ready for wrk! Ahhhh, I dnt wanna goooo!",negative,1
_Neith James just doesn`t take a bad pic! Colossal loveliness! (wondering if I spelt colossal right...),positive,0
 oh no! I woke up accidentally.  how can we get you to fall asleep? Should I scare you with P2 or P3 stories? JK!,negative,1
Choir banquet was more than I could`ve ever dreamed.   I`m so happy! Now after party at Lauren`s!!!,positive,0
"late for   sick kid at home, hope she feels better later tonite",negative,1
"omg! i luv u guys, thanks for keepin me entertained, and awake !  .... missinmydgbigtyme",positive,0
I think I tricked out my ankle during cardio yesterday.  I`m getting old.,negative,1
() Oh snap!  Just broke my windshield while replacing my wiper blades.,negative,1
i love you more than you`ll ever know.,positive,0
 I would totally take you to prom...if i hadnt already gone  sorry lol,negative,1
just reached for her plate to get another bit of toast and realised id eaten it all  not a nice feeling,negative,1
JoBo`s tired of getting off work at 7,negative,1
 being sunburnt is horrible,negative,1
Had a long day at work. Stood home. Now sleeping to have another long day at work tomorrow & happy mothers day to all mothers,positive,0
Starting to get sad.,negative,1
"its friday!  well, technically anyway...but its really thursday for me.  dang having to work saturday mornings",negative,1
"Good Morning BTW - A public holiday in UK, love it  and dinner tonoght with 2 special people.",positive,0
I totally want some white chocolate macadamia cookies from Mrs. Fields but the mall is soooo far away. Bleh  i think I`ll make my own,negative,1
"Work, work, work. Finally not sick, though.",positive,0
I just had a horrible dream.,negative,1
its too sunny for work  !!!,negative,1
"was mostly sick when she went to bed, but woke up feeling mostly dead",negative,1
Fb I hate when I try & support my local bookstore & they never have what I need,negative,1
"i feel like i`m quarantined everywhere i go... pinkeye, go away already!",negative,1
 i hope you knew its due tuesday,positive,0
"  oist the 1st tym, di pa ko 18, the 2nd tym, may sakit na siya... don`t blame me",negative,1
"City Dippin iz u fun, so much eye candy out here...I remember y I miss  LOL",positive,0
 **** girl I`m so down but ya gotta let me know so I can get my kit together & I got a flyer  Any next weekend? I'M DOWN!,negative,1
I`m always hungry all the time but now I don`t even feel like eating. This is not normal...and my throat`s sore. I`m sick,negative,1
Did not feel like getting up,negative,1
im quite upset do I really look under 15 :| they must have thought i was 14 or something ! Whatt ! thats unfair,negative,1
" nooo, poor cat  he just wants a cuddle... or food, its hard to tell",negative,1
 Hahaha!! Tv isn`t really my thing anyway..I more of a music girl,positive,0
happy birthday to ,positive,0
stuck in stupid Jeuno with flag up.  Wish I was in Windy fishing,negative,1
_Henrie haha i WISH i coudl meet you.. you should stop by seattle some time  home of the STARBUKS ;) I LOVE YOU DAVID!!,positive,0
good morning to everyone,positive,0
"ok my friend is about to dye my hair black scary i know, ill try to post some pics tonight if not tomorrow for ur verdict",negative,1
" Hi! We get to try out new restos..so yea, it fuunn  Let`s have dinner when you get back!",positive,0
There`s like no one I ACTUALLY know on this shizz! Am dum diggin` it,negative,1
annoyed and overwhelmed,negative,1
Good morning world.,positive,0
_EaredPages Yay!  I can`t wait to come in the bookstore and gets some new books,positive,0
just had an awesome Girl Scout Day at Dodger stadium with two awesome olympic athletes Joanna Hayes and Heather Bown!  And we won!,positive,0
Enjoying the happiness of this special day. Another day that I can make the best one of my life,positive,0
" Michelle,  is on here. Don`t u miss her being on Fox? I liked your interviews with her.",positive,0
 probably because it`s getting chilly here,negative,1
Happy Mother`s Day to all the American mamas!,positive,0
It SUCKS when my playmate is MIA all weekend.  Sad,negative,1
 TY. Just a long tiring day filled with expensive plumbers and work  needed CALGON. Hope you &  have an AWESOME weekend!,positive,0
"JONAS was absolutely heartwarming. Now, time for bed. Goodnight!  ",positive,0
" Thank you  I liked Joe`s clothes` being ripped off and then Kevin screaming, 'Who are you!?!' XD",positive,0
"_ri_ja good morning, It`s nice to see you!",positive,0
_eyes I wish I knew!  The curse of Tumblr.,positive,0
thinks that the limit of 140 letters is really not fair. 300 + would be better,negative,1
" Lol. Thanks, Penny. I`m trying to believe you.",positive,0
 p.s. sorry about ur uncle,negative,1
Being slammed with spam followers today. Is it just me? Or is that all I can attract.  Get a life people.,negative,1
To all mothers in the world : happy mothers day,positive,0
_Morgan_  which 1? There r2 that I love and want to share  i just wish I`d made them-,positive,0
_whitex gratz on your tix. sux u will be poor tho  I am trying to get pj harvey tix too but debating my $$s too,negative,1
_rothlisberger That`s **** awesome!  *bookmark*,positive,0
" Excellent, he will never know, lmao.",positive,0
 and added it to his collection. i was too much of a punk **** to ask for it back.,negative,1
 I want to chat with you in Im some day.,positive,0
 one day my hugs will come    *fingers still crossed*,positive,0
_dayne OMG!!! Yr like a goddess to me. Prove yr love & love will lead u back are 2 of my fav old skool tracks  x,positive,0
 I love chocolate. Must be PMS,positive,0
" Heh, aye. I should have investigated properly first before asking  Does seem like it`s not the most obvious thing though.",negative,1
 the straightener`s another 110 pounds though. Seems pricey,negative,1
"God, I HATE scary movies. They are not at all. I`m such a wimpy.",negative,1
 No. Not professional at all.,negative,1
The ultimate shirt folding tool (http://www.flipfold.com/)- I saw  using this in one of Big Bang Theory`s episodes,positive,0
"_0981 LOL I was going to do some homework, but kind of got distracted... Again...  Goodnight!",positive,0
SON OF A ****!!!! ARGGGHHHHHHHHHHH SO OVER IT.,negative,1
 DArLiNE!!* miss you,negative,1
 ty for feeding our NK addiction..ermm i mean our uhh nope yup addiction covers it,positive,0
I cant WAIT to be home and snuggle with my puppies! and my Fiance,positive,0
Is it sad that I`m a little sad it was the last day of school?  I am so ready to be done with it...but saying goodbye is hard.,negative,1
I`m so bunged up!! I Hate colds!!,positive,0
", Decaf? I can do some teas late but never coffee- Id fly around the room. Justin Timberlake hosted. FUNNY sketch w/ Samberg",positive,0
"BTW, Happy Star Wars Day... May the Fourth be with you! ROFLMAO...yes, I know I`m a total dork.",positive,0
": Your mail server just rejected a simple, plain reply to you as potential spam/virus threat. Not Good",negative,1
I`ve burnt my collerbone and arms and face! aww!,positive,0
 yeah   but I`m jus glad the thunder stopped .,positive,0
is doing boring accounts stuff,negative,1
Lots of noisy peeps outside,negative,1
just got the bouquet of flowers for my mom  HEHEHE SWEET ),positive,0
"TWITTER WILL NOT UPLOAD MY ICON PICTURE  it hates me. Eff this, i`ll upload it later",negative,1
happy mother`s day! I love you mama,positive,0
 I wish I was going to Internet Week,positive,0
" Oh I believe you...   sooo  thinks she belongs elsewhere, I say I dont think so...",positive,0
Goodnight;,positive,0
finding out a song you had no idea was a cover is actually indeed that .... and then thinking that that is awesome makes my day.,positive,0
"_127 good morning  one m,ore day YAY! #TwitterTakeover",positive,0
Cause these stupid people dont have my phone and my tummy herts,negative,1
 i wish you were playing at MY prom,positive,0
Awesome  I saw it thursday night. It is so great. 100% perfect casting.,positive,0
walking back 2 wk. Its a beautiful day. had 2 njoy it b4 it rains,positive,0
_ luv it  so true,positive,0
thinking 53 more days is the only thing that gets me through work. ahhh i dont want to go,negative,1
"Pretty sure my laptop just died 100%. HP DV2000, wireless problems constantly, tons of heat, won`t start at all now. Fried circuit?",negative,1
 I decided you should help me make my first solo album,positive,0
tired and all i want to do is play random songs on my gitwar but i have to do my drama essay.,negative,1
" If they recorded it and sent it to people, they obviously meant for it to get out there.  But if they didn`t, I feel bad.",negative,1
" not got virgin yet... not sure I can, tbh ... thanks anyway!",positive,0
It baffles me how much Radio Shack isn`t the same Radio Shack I grew up with,negative,1
" I know, right?!? I have such a lead foot",positive,0
Happy Mothers Day. Take ur mothers into a special place.,positive,0
THE CURIOUS CASE OF BENJAMIN BUTTON!!!!! I`m so excited about this **** movie,positive,0
 *hug*,positive,0
"i forgot to put my work clothes in the dryer  also, i love my new slippers!",positive,0
 Happy Mothers Day! i hope tom got you something special! enjoy day!  xo,positive,0
 Thanks hon. #Migraine went away then came back.,positive,0
" try having your best writing five years behind you  heh, it happens",positive,0
 Bro. Martin!! I need you to repent!! Pam said we were going to get to meet you last wknd...,negative,1
"I hate being reminded how weak my eyes are  I overdid reading today, they`re sore as ****. Going to rest. -sigh-",negative,1
 My husband is loosing his GOVERMENT job due to downsizing-he is looking for a new job but can`t find one in our small town,negative,1
 HELLOOO!!! How are you?? Gosh I miss seeing you around. Thought of you last night when I had some amarula,negative,1
Happy Mothers Day to Heidi Klum,positive,0
why me? i am about to read another ecology book for two hours. its all good fun today,positive,0
The 22nd can`t get here fast enough!,negative,1
I sunburnt through factor 30,negative,1
 i canï¿½t choose one  i love all the songs on LV&TT;bt if u like... Read More: http://is.gd/JkVF,positive,0
Practically my whole body burns... I can`t bend over or make any sudden movements with my arms,negative,1
 no happy hour for me today,positive,0
 http://twitpic.com/4vvou - Ok...I LOVE IT!! Melika come on do your make-up like this next time we go out,positive,0
is cursing AB`s wardrobe handles. One drew blood,negative,1
careless,negative,1
Have a HUGE headache... don`t have asprin here at work.,negative,1
 im so jealous! I want to go to ny,negative,1
#myweawkness chocolate...i can`t say no,negative,1
"just woke up, no school today, we are free",positive,0
 not good enough!,negative,1
i`m bored : hope your wlan will go today!,negative,1
Going downstairs for more coffee and socialising  Wow... Only 4:16?.. Gives me time for French later,positive,0
 awww  i mish u too ladie whats been good?,positive,0
I also concede to my first Twitter grammar fail.,negative,1
_tennant yes! Watching season 2 all evening.  Wish I could get BBC2,positive,0
 A week away from 21 huh!? So what do you wanna sip on - I got `cha! Shhh... we won`t tell  Love you!,positive,0
is not running in the Annapolis half marathon this weekend because i failed to meet the registeration deadline & its completely filled,negative,1
  I hope today just flows through and lots of nice things happen at work so you come home happy,positive,0
 **left off the 'again' in the title...whoops!,positive,0
 have fun without me pasty  <33,positive,0
Is feeling really bad about goofin` on  not knowing she really wasn`t at the meeting! Dang I`m sorry! Me & my big `ol mouth,negative,1
" sure, as long as you said where they`re from! glad you like them",positive,0
"_Meir ohhhh ouch dude, I got it now I was drunk last night and didn`t get the context. Sorry dude.",negative,1
i`m gonna miss all the live Comet action tomorrow! i have to go take care of my cousins and they don`t have access to the interwebz,positive,0
 Woo! Twitter kind of sucked without you.,negative,1
wtf?! my tweets aren`t posting   super excited about the weekend! <3jfg.,negative,1
Facebook.com isint letting me change my profile picture,negative,1
 yep... or it should b automatic that if u fall 4 someone that person does 2!or smthng like that... but the way it is SUCKS!,negative,1
reaaaallly bored,negative,1
i am waaayyyy hungry!  oh fyi my work email is down again BLAH!,negative,1
I`m really mad at the world today. Today is just a sucky day.,negative,1
almost got in a giant car accident on the 101,negative,1
